identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BND_7701;bienNondeclare;tinel;1;tinel; null; null; null; null;null;null;null;directe de sainte catherine?;null;null;null;null;null;null;null
BND_7702;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7703;bienNondeclare;enclos ou petite cour fermee;1;enclos ou petite cour fermee; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7704;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7705;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7706;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7707;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7708;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7709;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7710;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7711;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7712;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7713;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7714;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2683 ?;null;null;null;null;null;null;null
BND_7715;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7717;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7718;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2780 ?;null;null;null;null;null;null;null
BND_7719;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7720;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7721;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7722;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7723;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1338 ?;null;null;null;null;null;null;null
BND_7724;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7725;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7726;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7727;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7728;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7729;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2904 ou 2040 ?;null;null;null;null;null;null;null
BND_7730;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2038 ?;null;null;null;null;null;null;null
BND_7731;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7732;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7733;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7734;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2478;null;null;null;null;null;null;null
BND_7735;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7736;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7737;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7738;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7739;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7740;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7741;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7742;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7743;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;1194;null;null;null;null;null;null;null
BND_7744;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7745;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;1193;null;null;null;null;null;null;null
BND_7746;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7747;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7748;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7749;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7750;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7751;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7752;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7753;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7754;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7755;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7756;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7757;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7758;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7759;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7760;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7761;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7762;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7763;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7764;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7765;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7766;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7767;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7768;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7769;bienNondeclare;maison3 ou cour;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7770;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7771;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7772;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7773;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7774;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7775;bienNondeclare;maison3 ou galerie;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7776;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7777;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7778;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7779;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7780;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7781;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7782;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7783;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7785;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7786;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7787;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7788;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7789;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7790;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3265 ou 3270;null;null;null;null;null;null;null
BND_7791;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7792;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7793;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7794;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3738;null;null;null;null;null;null;null
BND_7795;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7796;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1482?;null;null;null;null;null;null;null
BND_7797;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1952;null;null;null;null;null;null;null
BND_7798;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7799;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7800;bienNondeclare;enclos pour les chevres;1;enclos ou petite cour fermee; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7801;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7802;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7803;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7804;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7810;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7811;bienNondeclare;table;1;table; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7812;bienNondeclare;table;1;table; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7813;bienNondeclare;table;1;table; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7814;bienNondeclare;table;1;table; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7815;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;4146;null;null;null;null;null;null;null
BND_7816;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7817;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7818;bienNondeclare;epicerie ou maison;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_801;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
