identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BND_2404;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;la pitansaria del monastier de sant andrieu;null;null;null;null;null;null;null
BND_2405;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2406;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2644;null;null;null;null;null;null;null
BND_2407;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2408;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2409;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2410;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2411;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2412;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2413;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2414;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2415;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2416;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2417;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;franc;null;null;null;null;null;null;null
BND_2418;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1195;null;null;null;null;null;null;null
BND_2419;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2420;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2421;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2596;null;null;null;null;null;null;null
BND_2422;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2423;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2424;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2577;null;null;null;null;null;null;null
BND_2425;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2426;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3426;null;null;null;null;null;null;null
BND_2427;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3427;null;null;null;null;null;null;null
BND_2428;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2429;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2430;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2431;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2432;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2433;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2434;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1966 ou 2597 ou 2936;null;null;null;null;null;null;null
BND_2435;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2436;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2437;bienNondeclare;masure;1;masure; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2438;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2439;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2440;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2441;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2442;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3748;null;null;null;null;null;null;null
BND_2443;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2444;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2445;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2446;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2447;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2448;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3735 ou 36;null;null;null;null;null;null;null
BND_2449;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2450;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2451;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2452;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2453;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2454;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2455;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2456;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2457;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2458;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2459;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2460;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2461;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2462;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2463;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2464;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2465;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2466;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2467;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2332;null;null;null;null;null;null;null
BND_2468;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2469;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2470;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2471;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2472;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2473;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2474;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2475;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2476;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2659;null;null;null;null;null;null;null
BND_2477;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2478;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2479;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2480;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2481;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2482;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2483;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2484;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2485;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2486;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2487;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2488;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;est-ce le m?™me que le 2484;null;null;null;null;null;null;null
BND_2489;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2490;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2491;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2492;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2493;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2494;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2495;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2496;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2497;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2498;bienNondeclare;verger;1;verger; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2499;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2500;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2501;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2502;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2503;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2504;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2505;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2506;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2507;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2508;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2509;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2510;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2511;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2512;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2513;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2514;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2515;bienNondeclare;arc;1;arc; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2516;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2517;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2518;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2519;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2520;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2521;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2522;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2523;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2524;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2525;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2526;bienNondeclare;tinel;1;tinel; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2527;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2528;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2529;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2530;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2531;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2532;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2533;bienNondeclare;loge;1;loge; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2534;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2535;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2536;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2537;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2538;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2539;bienNondeclare;loge;1;loge; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2540;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2541;bienNondeclare;maison3 et verger;1;maison; null;verger; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2542;bienNondeclare;loge;1;loge; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2543;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2544;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2545;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2546;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2547;bienNondeclare;bourg;1;bourg; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2548;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2549;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2550;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2551;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2552;bienNondeclare;vigne;1;vigne; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2553;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2554;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2555;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2556;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2557;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;tenu par l'h?¥pital de bernart rascas;null;null;null;null;null;null;null
BND_2558;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2559;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2560;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2561;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_2562;bienNondeclare;piece;1;piece; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7600;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7601;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7602;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7603;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3075;null;null;null;null;null;null;null
BND_7604;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3792 ?;null;null;null;null;null;null;null
BND_7605;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7606;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7607;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7608;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7609;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7610;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7611;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7612;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1962 ?;null;null;null;null;null;null;null
BND_7613;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7614;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7615;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7616;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7617;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1320;null;null;null;null;null;null;null
BND_7618;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7619;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2605;null;null;null;null;null;null;null
BND_7620;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7621;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7622;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2627-2628;null;null;null;null;null;null;null
BND_7623;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7624;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7625;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7626;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7627;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7628;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2684;null;null;null;null;null;null;null
BND_7629;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7630;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7631;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7632;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7633;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2577 ou 3123;null;null;null;null;null;null;null
BND_7634;bienNondeclare;maison3 et cour;1;maison; null;cour; null; null;null;null;null;1968;null;null;null;null;null;null;null
BND_7635;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7636;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7637;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7638;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7639;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7640;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7641;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7642;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2218 ??;null;null;null;null;null;null;null
BND_7643;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1707 ??;null;null;null;null;null;null;null
BND_7644;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7645;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7646;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7647;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7648;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7649;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7650;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7651;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7652;bienNondeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7653;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;159??;null;null;null;null;null;null;null
BND_7654;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7655;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7656;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7657;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7658;bienNondeclare;arriere cour;1;arriere cour; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7659;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7660;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7662;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7663;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7664;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7665;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7666;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7667;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7668;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7669;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7670;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7671;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7672;bienNondeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7674;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7675;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7676;bienNondeclare;arriere cour;1;arriere cour; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7677;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7678;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7679;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7680;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7681;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7682;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7683;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7684;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7685;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7686;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7687;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7688;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7689;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7690;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7691;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7692;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7693;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1994 ?;null;null;null;null;null;null;null
BND_7694;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7695;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7696;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7697;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7698;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1009 ? 1012 ?;null;null;null;null;null;null;null
BND_7699;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_7700;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
